tplink-plug,1500_6_512_20.csv
google-home-mini,1500_6_512_10.csv
xiaomi-cleaner,1500_6_128_100.csv
blink-camera,1500_6_64_10.csv
appletv,1500_6_512_10.csv
smartthings-hub,1500_6_512_10.csv
t-wemo-plug,1500_6_64_100.csv
