parameter,mean,median,stdev
500_10_64_20.csv,0.006026044226827518,0.006069977567583973,0.0005627620208562332
1000_6_64_20.csv,0.003690693223262698,0.0030823794869973115,0.0013163437599130936
500_6_64_20.csv,0.006255559320478862,0.005766434808064995,0.0010582767711271336
1000_20_64_10.csv,0.0033648005995474627,0.0033559442087364717,9.430067556361991e-05
1000_6_64_10.csv,0.005283227998598161,0.00368936440284182,0.0038398641637739836
1500_20_64_10.csv,0.0022421421215374905,0.002239915036638488,5.73149382467975e-05
500_20_64_10.csv,0.007049453405462661,0.007035208236330959,0.0001805259194473216
1500_10_64_10.csv,0.0022482103949729433,0.002262388187146028,0.00017555552637745815
1500_10_64_20.csv,0.0020236693046671223,0.0020302718452886765,0.0001899494910167706
500_6_64_10.csv,0.01103869887034918,0.007884548263243338,0.007482364614983334
1000_10_64_20.csv,0.003023419181125444,0.003038977357448304,0.00028838255212621823
500_20_64_20.csv,0.0060404906545599305,0.006027425630645347,0.00018363237596361843
1000_20_64_20.csv,0.002998305324060488,0.002993376479379611,9.232989166156022e-05
1500_6_64_20.csv,0.002276353331250751,0.001980522434653051,0.0006478900125334507
1500_6_64_10.csv,0.0037634874761161246,0.0026002659143961326,0.002836012634187174
500_10_64_10.csv,0.006673434228491006,0.006710798055286024,0.0005558079677518586
1000_10_64_10.csv,0.0034926879755843077,0.003546802527220972,0.00028815243372007533
